,City,Temperature,Humidity,Cloudiness,Wind,lat,lng
353,puerto baquerizo moreno,23.0,78.0,40.0,9.3,4.492353393330831,-88.80855271368033
354,lisakovsk,5.1,51.0,67.0,4.66,50.30392381426469,63.261598644896594
355,suntar,-1.87,93.0,91.0,2.45,62.43527226196849,117.66558358499071
356,vityazevo,11.0,93.0,40.0,2.0,44.657573889818366,37.01674935314995
357,svetlyy,,,,,50.13311002608691,61.18680746693852
358,airai,20.83,71.0,0.0,1.65,12.940858251573744,142.95161127848445
359,morondava,25.74,77.0,68.0,7.02,-18.855743551858424,43.223507032286136
360,stoyba,,,,,53.05110969201925,131.43026871872485
361,ancud,7.0,75.0,0.0,1.0,-39.683100702918566,-96.45197654335735
362,antofagasta,15.0,77.0,75.0,10.3,-23.81780406329422,-73.74401491206636
363,osijek,15.56,82.0,0.0,2.6,45.57706113954916,18.751781853363724
364,amahai,25.01,88.0,98.0,2.53,-3.416393283283682,131.44901443666123
365,faanui,24.52,78.0,93.0,8.7,-2.3644604355863805,-153.7150336137913
366,santa lucia,22.0,93.0,0.0,1.0,27.51103857426473,-15.57168778044172
367,teofilo otoni,22.92,65.0,23.0,3.4,-17.921411472318056,-41.585044927231706
368,zhanatas,,,,,44.86412627265517,70.8471001285753
369,pomabamba,6.98,81.0,92.0,0.68,-8.455797471486747,-77.20757881592495
370,dianopolis,,,,,-11.495703761661815,-45.90602899947896
371,rio verde de mato grosso,33.3,38.0,56.0,3.09,-18.899745903465558,-55.73687463915685
372,ust-barguzin,1.29,77.0,48.0,1.1,52.98836979368059,109.0910343281509
373,nuuk,6.0,56.0,20.0,3.6,64.20190490664456,-51.75268081508534
374,gamba,1.09,70.0,43.0,1.29,-7.075369718838431,4.49246386384516
375,palaikastron,22.22,76.0,0.0,1.79,35.13057033956025,26.21427645029877
376,rincon,27.0,74.0,40.0,2.1,13.792636175839121,-68.37298534186473
377,marawi,23.33,90.0,100.0,2.24,18.988171296870405,31.27357749447944
378,bend,9.44,45.0,75.0,2.1,43.96660811661357,-121.14518417367391
379,sungaipenuh,20.53,92.0,88.0,0.97,-2.591541123270261,102.07066616649757
380,cervo,23.56,48.0,0.0,1.55,44.19042313062681,-7.280158524573835
381,martvili,13.0,93.0,0.0,1.5,42.53003239829329,42.29687836225679
382,kapit,21.73,99.0,100.0,0.86,1.4297774407208124,113.72961408772068
383,bilma,32.97,14.0,48.0,3.77,18.15133419316902,13.042638204452999
384,nizhniy kuranakh,-3.49,94.0,68.0,2.39,59.728938229687714,123.98690650200655
385,vallehermoso,23.4,83.0,100.0,1.4,10.322032779451192,123.39021515416414
386,umm lajj,28.59,81.0,0.0,6.05,23.370436683755457,36.742451695594866
387,antalaha,17.73,99.0,34.0,0.77,-13.734137029769258,55.633862921435394
388,merrill,11.67,39.0,20.0,1.5,45.39310768172666,-90.36445752242133
389,mandurah,10.0,100.0,19.0,3.21,-32.0516629413446,113.03024280799366
390,tigil,1.8,86.0,100.0,5.09,58.05749114785945,157.74516057513404
391,husavik,7.22,75.0,100.0,2.68,76.28126820910623,-8.986818128802014
392,ravenna,23.33,88.0,0.0,1.0,41.16443726445797,-81.23300094151858
393,la paz,30.0,42.0,90.0,2.28,23.83198075955724,-110.64932545042815
394,hovd,8.33,100.0,90.0,2.41,44.660039380585516,97.7095597620015
395,hatillo,29.44,88.0,1.0,2.6,21.06204509825622,-66.45563413506389
396,staunton,33.33,58.0,1.0,2.1,38.32944012909411,-79.35751543607077
397,mehamn,2.4,69.0,44.0,8.78,77.59993994695722,27.710076403992105
398,tazovskiy,1.63,93.0,100.0,3.32,68.34514679369596,76.8417167730903
399,amderma,,,,,78.06393452486944,68.13745038282374
400,bollnas,3.89,98.0,100.0,0.89,62.503366432518334,16.074821981129787
401,karasjok,4.0,64.0,40.0,10.8,69.5026967420736,25.207149211296695
402,batagay,-6.38,65.0,82.0,0.68,66.97453205458024,135.61962798771964
403,hilton head island,31.0,65.0,1.0,3.6,31.301309536927846,-79.9211207250388
404,ballinrobe,10.56,81.0,20.0,2.1,53.669907830772644,-9.324416720296767
405,mercedes,13.33,93.0,100.0,12.07,-33.243148337487646,-65.0042277490481
406,calama,18.0,31.0,75.0,12.3,-23.012274969672248,-67.58652252246206
407,levanger,5.56,100.0,90.0,3.0,63.71560598930722,11.282270742874601
408,isilkul,3.53,74.0,59.0,4.33,55.12805471809523,71.49775069640941
409,polson,10.0,42.0,20.0,0.31,47.22192763297198,-115.43733611399709
410,montepuez,23.93,76.0,35.0,3.28,-12.612372274983613,38.69125232320508
411,san luis,18.13,17.0,0.0,10.18,28.909562954506526,-113.64431685521737
412,haines junction,5.76,87.0,100.0,4.21,59.74252021861105,-137.70483201409579
413,gurgan,,,,,40.17150699186806,51.73700378591232
414,cefalu,22.22,80.0,0.0,1.79,38.438383500061576,14.143259391988465
415,tlahualilo,,,,,26.554111478186144,-103.57379167732869
416,qingdao,21.0,88.0,40.0,2.0,35.27747720770107,120.90226773222338
417,atchison,32.0,55.0,40.0,6.7,40.089013693151486,-95.74593587283888
418,moron,28.54,68.0,42.0,1.5,22.342520268307695,-78.69532046934638
419,tarata,15.0,82.0,90.0,4.6,-17.73698035772057,-69.15251999070321
420,killybegs,7.78,86.0,100.0,0.89,54.92749043715446,-8.63092209296002
421,porto novo,26.0,50.0,0.0,5.7,13.47717347982882,-37.28815147282131
422,noumea,22.0,60.0,40.0,9.3,-22.908166506058862,166.01635786497252
423,manzhouli,6.95,63.0,100.0,5.39,46.42507343692827,117.07332857876213
424,pitkyaranta,7.6,68.0,13.0,11.01,61.438142571184045,31.415113558436985
425,tarakan,24.57,88.0,99.0,2.64,3.005152259194361,117.34119865610285
426,auki,24.98,81.0,0.0,3.45,-6.094776806329989,163.4959044124165
427,butembo,15.71,97.0,6.0,1.3,-0.3301877872303862,27.94005782162975
428,yuli,17.75,82.0,1.0,0.84,22.701506378250443,122.7950343278477
429,ilulissat,8.0,42.0,40.0,7.7,81.30627158239042,-43.23532063425171
430,attawapiskat,,,,,58.53385155484531,-86.51334854063174
431,xining,7.83,50.0,100.0,1.86,34.054537485763575,96.50968698366864
432,la palma,28.07,63.0,100.0,1.45,6.81160039033972,-80.90893111458583
433,maunabo,32.0,70.0,20.0,4.6,17.137236938998058,-65.47739869157849
434,san carlos de bariloche,6.0,33.0,40.0,7.2,-41.84734640525057,-69.94889143478616
435,samarai,24.05,92.0,100.0,2.45,-11.713291228939738,154.59272932672297
436,sorvag,,,,,61.83504115638968,-9.929508209976433
437,salalah,27.0,78.0,20.0,4.1,18.368919939651704,55.33042469304445
438,najran,27.0,39.0,0.0,2.6,16.726356151129394,47.279946815398574
439,ruatoria,,,,,-32.511409450306054,179.50183089034437
440,melfi,21.0,100.0,40.0,2.1,11.226436049810403,18.548743525951892
441,wahpeton,11.11,70.0,100.0,7.7,45.62636063720001,-96.75708371564471
442,sampit,23.81,95.0,100.0,0.95,-3.9789005134870763,112.51089639769401
443,beyneu,12.59,51.0,27.0,6.88,43.12302785458803,56.65999826315317
444,waipawa,9.44,86.0,49.0,4.47,-44.48222947340956,178.16649650160838
445,saint george,20.0,93.0,0.0,2.6,35.00106355636825,-64.05627780946601
446,manitouwadge,11.0,76.0,75.0,5.7,49.16474039164183,-85.32410144347728
447,raudeberg,8.0,65.0,40.0,5.1,66.78485455593349,0.6606699129963545
448,pemangkat,,,,,3.099301147815396,108.3135540674694
449,chokwe,,,,,-24.892832478941997,32.43602873638497
450,siverek,24.0,29.0,0.0,1.23,37.51515541155901,39.27739921452891
451,daru,23.91,93.0,100.0,4.19,-10.944138916797058,142.63124308816646
452,talnakh,0.0,77.0,0.0,8.0,80.25160611319552,89.43395637699638
453,filiatra,22.78,88.0,20.0,2.1,37.12744185405717,21.174975915733825
454,buchanan,26.0,94.0,75.0,4.89,6.2883270599701575,-9.850892665786347
455,fairbanks,8.33,86.0,75.0,2.39,70.40220909920947,-144.42839829243596
456,beisfjord,7.22,56.0,26.0,15.9,66.31879551036403,17.845488536644893
457,bahia blanca,13.06,45.0,0.0,6.23,-38.32084701319545,-62.66299043740078
458,kiama,17.22,76.0,0.0,3.6,-36.09250076500122,153.56452436293893
459,vila,20.56,100.0,75.0,0.5,-16.523917802708226,171.14931898459167
460,sur,30.9,43.0,67.0,4.25,21.831904308079828,60.66742280928921
461,imeni poliny osipenko,8.95,98.0,100.0,0.79,52.829221529865094,136.44853885431445
462,kristiinankaupunki,,,,,61.74448844548073,21.281995007277885
463,kamenskoye,,,,,62.81454935519932,171.12397895016113
464,la ronge,5.0,60.0,90.0,2.6,63.42581300044941,-104.24539088609876
465,coihaique,7.0,52.0,75.0,2.6,-49.53278904961536,-72.90698930958733
466,vanavara,-2.03,92.0,100.0,2.05,60.795861333580405,101.14664015397739
467,leshukonskoye,7.07,97.0,100.0,4.16,66.50105653164687,45.792448863231385
468,balkhash,4.3,35.0,0.0,6.02,47.61582157744829,76.67386670721856
469,lage,15.0,93.0,90.0,2.6,51.94276926056858,8.827119884365942
470,gao,33.99,31.0,74.0,8.92,17.468324347592457,-1.2239478612252412
471,yunjinghong,,,,,22.026375369182247,99.48064968932943
472,tawkar,,,,,17.875102281354486,38.83562556627473
473,vostok,13.23,68.0,0.0,2.26,47.735030684390665,151.18217138991741
474,iguape,19.66,92.0,2.0,1.56,-25.36806469580874,-46.78489769584479
475,sao gabriel da cachoeira,32.23,53.0,100.0,0.65,-0.2360310957958518,-66.47905847660158
476,jacareacanga,33.0,49.0,0.0,0.31,-8.620926861248364,-57.979096512064714
477,yerbogachen,-2.19,85.0,76.0,3.13,62.59008534560962,108.47180967889813
478,terney,15.17,59.0,0.0,2.65,45.11585415228964,137.28474628220948
479,gorin,26.13,72.0,69.0,1.69,51.45748716166611,137.7329272875033
480,tambopata,,,,,-12.903957222279956,-70.1877514763977
481,gizo,26.0,69.0,40.0,0.5,-7.838653546629061,157.2511431868944
482,prokopyevsk,-1.38,85.0,0.0,1.44,53.831927298323706,86.71896134308429
483,kirensk,-4.7,83.0,0.0,1.67,58.03328442282489,107.43220975299744
484,arman,-2.24,57.0,100.0,2.18,59.12939615627229,148.7723488797913
485,neuquen,15.0,26.0,0.0,3.6,-39.31280007551936,-68.63853918260666
486,elizabeth city,28.33,65.0,1.0,2.1,35.83953537654119,-75.58294869018852
487,port blair,27.4,77.0,7.0,2.67,11.477692439560855,94.33759383134867
488,ondorhaan,,,,,48.20525955217286,111.4288396113406
489,matara,11.26,84.0,0.0,0.64,4.577333657491039,80.83382004479051
490,umzimvubu,,,,,-42.006624016421746,37.45950187134332
491,kindu,22.72,88.0,100.0,0.98,-1.8293821495099252,27.131522720061838
492,alakurtti,0.56,79.0,100.0,4.47,67.44014002469018,29.54246287410541
493,hualmay,16.7,90.0,54.0,6.56,-22.25483255748766,-96.64731461843948
494,aksu,-1.0,92.0,0.0,2.0,41.93209702703567,81.07520186591336
495,hambantota,26.99,74.0,83.0,1.97,-1.4622803303668235,84.53724290042993
496,nantucket,19.44,82.0,75.0,5.7,37.747117786048705,-70.83723342885784
497,altay,-4.11,47.0,0.0,1.3,47.905719077523685,87.64009803846966
498,dauriya,5.13,58.0,93.0,5.9,48.80146611931124,115.65762953862071
499,bac lieu,,,,,8.03761021847508,106.69758093806547
500,vangaindrano,22.11,96.0,96.0,0.97,-25.52052030266907,51.94686531153013
501,ozernovskiy,6.85,91.0,100.0,2.66,52.01805898388017,157.42285549178763
502,saint-augustin,17.22,100.0,90.0,1.0,52.73229805797661,-57.981392652044505
503,aklavik,9.0,61.0,75.0,2.6,68.92682826206152,-139.25046359566812
504,vanimo,25.77,78.0,100.0,3.98,-1.3256599522527495,142.31683848343835
505,ukiah,23.89,22.0,1.0,1.5,35.87393127817198,-128.81436032360804
506,agen,18.0,72.0,0.0,4.6,44.25446240018201,0.5341725874092731
507,puerto del rosario,24.0,88.0,0.0,6.7,27.275915815961255,-12.202133751487281
508,tawnat,,,,,35.049733062186334,-4.573259283854384
509,ereymentau,3.32,66.0,0.0,2.45,51.03483312326904,74.03645658463023
510,solnechnyy,10.24,94.0,39.0,0.73,59.277790625551404,139.13783466957744
511,kloulklubed,28.52,70.0,36.0,3.44,3.720158974706294,137.68594181292377
512,vad,9.44,78.0,0.0,1.18,55.4988032581376,44.141971326230106
513,forbes,20.0,48.0,0.0,1.34,-33.21704693618103,146.77503291804766
514,tuatapere,8.33,73.0,100.0,8.49,-50.86820104947444,159.44784496465883
515,pacific grove,22.22,48.0,1.0,5.1,33.80589666722905,-127.07531227573963
516,ginda,10.34,87.0,0.0,1.73,16.322608699782705,40.662177729070294
517,dharmavaram,25.74,73.0,96.0,3.11,14.544900897135165,77.87242257271299
